episode,env_return,total_return,status
998,8.0,8.0,success
999,8.0,8.0,success
1000,8.0,8.0,success
1001,8.0,8.0,success
1002,8.0,8.0,success
1003,8.0,8.0,success
1004,8.0,8.0,success
1005,8.0,8.0,success
1006,8.0,8.0,success
1007,8.0,8.0,success
1008,8.0,8.0,success
1009,8.0,8.0,success
1010,8.0,8.0,success
1011,8.0,8.0,success
1012,8.0,8.0,success
1013,8.0,8.0,success
1014,8.0,8.0,success
1015,8.0,8.0,success
1016,8.0,8.0,success
1017,8.0,8.0,success
1018,8.0,8.0,success
1019,8.0,8.0,success
1020,8.0,8.0,success
1021,8.0,8.0,success
1022,8.0,8.0,success
1023,8.0,8.0,success
1024,8.0,8.0,success
1025,8.0,8.0,success
1026,8.0,8.0,success
1027,8.0,8.0,success
1028,8.0,8.0,success
1029,8.0,8.0,success
1030,8.0,8.0,success
1031,8.0,8.0,success
1032,8.0,8.0,success
1033,8.0,8.0,success
1034,8.0,8.0,success
1035,8.0,8.0,success
1036,8.0,8.0,success
1037,8.0,8.0,success
1038,8.0,8.0,success
1039,8.0,8.0,success
1040,8.0,8.0,success
1041,8.0,8.0,success
1042,8.0,8.0,success
1043,8.0,8.0,success
1044,8.0,8.0,success
1045,8.0,8.0,success
1046,8.0,8.0,success
1047,8.0,8.0,success
1048,8.0,8.0,success
1049,8.0,8.0,success
1050,8.0,8.0,success
1051,8.0,8.0,success
1052,8.0,8.0,success
1053,8.0,8.0,success
1054,8.0,8.0,success
1055,8.0,8.0,success
1056,8.0,8.0,success
1057,8.0,8.0,success
1058,8.0,8.0,success
1059,8.0,8.0,success
1060,8.0,8.0,success
1061,8.0,8.0,success
1062,8.0,8.0,success
1063,8.0,8.0,success
1064,8.0,8.0,success
1065,8.0,8.0,success
1066,8.0,8.0,success
1067,8.0,8.0,success
1068,8.0,8.0,success
1069,8.0,8.0,success
1070,8.0,8.0,success
1071,8.0,8.0,success
1072,8.0,8.0,success
1073,8.0,8.0,success
1074,8.0,8.0,success
1075,8.0,8.0,success
1076,8.0,8.0,success
1077,8.0,8.0,success
1078,8.0,8.0,success
1079,8.0,8.0,success
1080,8.0,8.0,success
1081,8.0,8.0,success
